obs,Sample_id,SampleDate,ReportDate,P2,Grower,Field,Y,X,attribute,measure
1909,36,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791528,44.041356,Mg,0
1910,37,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793113,44.041018,Mg,0
1911,43,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.792411,44.040423,Mg,0
1912,44,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.7899,44.040482,Mg,0
1913,49,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791575,44.043216,Mg,0
1914,31,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785745,44.041331,Mg,0
1915,6,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787815,44.043763,Mg,0
1916,7,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786711,44.043849,Mg,0
1917,8,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785712,44.043741,Mg,0
1918,9,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784476,44.043642,Mg,0
1919,10,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784437,44.043066,Mg,0
1920,11,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785492,44.042882,Mg,0
1921,12,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.78642,44.043149,Mg,0
1922,13,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787748,44.042894,Mg,0
1923,26,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787836,44.041928,Mg,0
1924,27,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786688,44.041647,Mg,0
1925,28,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785438,44.042245,Mg,0
1926,29,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784606,44.042261,Mg,0
1927,30,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784361,44.040973,Mg,0
1928,32,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786437,44.040678,Mg,0
1929,33,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787549,44.04102,Mg,0
1930,40,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.796675,44.041007,Mg,0
1931,10,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727839,43.953417,Mg,520
1932,11,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726718,43.953417,Mg,626
1933,12,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725547,43.953435,Mg,677
1934,13,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.953435,Mg,558
1935,14,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724252,43.954331,Mg,631
1936,15,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725447,43.954385,Mg,650
1937,16,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.954385,Mg,659
1938,17,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.954385,Mg,780
1939,18,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.9553,Mg,890
1940,19,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726792,43.955264,Mg,933
1941,20,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.955264,Mg,529
1942,21,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724152,43.955264,Mg,412
1943,22,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.956161,Mg,753
1944,23,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725422,43.956161,Mg,852
1945,24,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.956143,Mg,533
1946,25,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727963,43.956179,Mg,540
1947,26,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727988,43.956986,Mg,692
1948,27,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726767,43.956986,Mg,802
1949,28,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.957039,Mg,1055
1950,29,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.956986,Mg,994
1951,42,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721686,43.953327,Mg,876
1952,43,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.720465,43.953327,Mg,1102
1953,44,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719194,43.953327,Mg,530
1954,9,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727864,43.95252,Mg,498
1955,1,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.951641,Mg,621
1956,2,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726767,43.950709,Mg,532
1957,3,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727888,43.950727,Mg,592
1958,4,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.951641,Mg,570
1959,5,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726743,43.951624,Mg,675
1960,6,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724152,43.952502,Mg,857
1961,7,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725447,43.952502,Mg,569
1962,8,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.95252,Mg,565
1963,30,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.720465,43.950691,Mg,572
1964,31,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721711,43.950727,Mg,527
1965,32,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722956,43.950709,Mg,489
1966,33,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722931,43.951641,Mg,728
1967,34,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721686,43.951624,Mg,875
1968,35,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.72049,43.951624,Mg,926
1969,36,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719245,43.951624,Mg,836
1970,37,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719194,43.952502,Mg,610
1971,38,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.72039,43.952502,Mg,601
1972,39,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721736,43.952502,Mg,530
1973,40,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722956,43.952502,Mg,607
1974,45,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719145,43.950691,Mg,506
1975,46,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.951677,Mg,585
1976,41,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722931,43.953327,Mg,781
1977,1,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715079,44.001031,Na,0
1978,2,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716077,44.001391,Na,0
1979,3,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717587,44.001059,Na,0
1980,4,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717699,44.001909,Na,0
1981,5,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716624,44.002105,Na,0
1982,6,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715059,44.001936,Na,0
1983,7,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713805,44.001922,Na,0
1984,8,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713972,44.00264,Na,0
1985,9,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715039,44.002841,Na,0
1986,10,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716294,44.002855,Na,0
1987,11,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717385,44.003141,Na,0
1988,12,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716274,44.00376,Na,0
1989,13,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715106,44.003974,Na,0
1990,14,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713939,44.003573,Na,0
1991,15,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717323,44.004169,Na,0
1992,16,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713937,44.004847,Na,0
1993,17,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715969,44.00454,Na,0
1994,18,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717436,44.004981,Na,0
1995,19,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717464,44.006085,Na,0
1996,21,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714748,44.005403,Na,0
1997,22,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713944,44.005743,Na,0
1998,23,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714413,44.006418,Na,0
1999,24,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715524,44.00643,Na,0
2000,25,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716721,44.007198,Na,0
2001,26,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715544,44.00727,Na,0
2002,27,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714043,44.007149,Na,0
2003,28,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713809,44.001158,Na,0
2004,20,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716563,44.005518,Na,0
2005,21,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789544,43.993098,Na,0
2006,22,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789501,43.9926,Na,0
2007,27,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789415,43.986972,Na,0
2008,5,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.793132,43.992454,Na,0
2009,6,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.792942,43.993183,Na,0
2010,8,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791453,43.990199,Na,0
2011,9,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791117,43.989561,Na,0
2012,10,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791278,43.988939,Na,0
2013,11,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791485,43.988026,Na,0
2014,12,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791651,43.987113,Na,0
2015,13,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790426,43.986993,Na,0
2016,14,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79048,43.987656,Na,0
2017,15,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790527,43.98863,Na,0
2018,16,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789865,43.98947,Na,0
2019,17,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79043,43.9901,Na,0
2020,18,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790678,43.991096,Na,0
2021,19,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790759,43.992419,Na,0
2022,20,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791025,43.993192,Na,0
2023,23,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.78936,43.990273,Na,0
2024,24,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788906,43.989509,Na,0
2025,25,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788962,43.98871,Na,0
2026,26,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789561,43.987705,Na,0
2027,29,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789559,43.991084,Na,0
2028,1,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.795423,43.992537,Na,0
2029,2,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794859,43.993213,Na,0
2030,3,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794072,43.992681,Na,0
2031,4,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.794252,43.991797,Na,0
2032,28,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.796501,43.99326,Na,0
2033,7,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791593,43.992593,Na,0
2034,41,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.797858,44.041203,Na,0
2035,42,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795701,44.040519,Na,0
2036,46,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794507,44.039956,Na,0
2037,45,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790539,44.039106,Na,0
2038,47,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789406,44.03939,Na,0
2039,19,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.796546,44.042351,Na,0
2040,1,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794191,44.043868,Na,0
2041,17,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794509,44.043223,Na,0
2042,18,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79787,44.04228,Na,0
2043,20,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795191,44.042227,Na,0
2044,21,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793774,44.041882,Na,0
2045,22,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793374,44.042354,Na,0
2046,38,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.794446,44.040494,Na,0
2047,39,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.795601,44.04124,Na,0
2048,34,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.7894,44.040929,Na,0
2049,48,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787318,44.040334,Na,0
2050,2,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79294,44.043647,Na,0
2051,3,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791681,44.043841,Na,0
2052,4,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790426,44.043828,Na,0
2053,5,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789361,44.043621,Na,0
2054,14,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789307,44.042996,Na,0
2055,15,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790425,44.043033,Na,0
2056,16,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793154,44.043111,Na,0
2057,23,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791611,44.042262,Na,0
2058,24,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.790729,44.042277,Na,0
2059,25,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.789325,44.042079,Na,0
2060,35,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.79065,44.041175,Na,0
2061,36,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791528,44.041356,Na,0
2062,37,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.793113,44.041018,Na,0
2063,43,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.792411,44.040423,Na,0
2064,44,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.7899,44.040482,Na,0
2065,49,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.791575,44.043216,Na,0
2066,31,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785745,44.041331,Na,0
2067,6,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787815,44.043763,Na,0
2068,7,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786711,44.043849,Na,0
2069,8,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785712,44.043741,Na,0
2070,9,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784476,44.043642,Na,0
2071,10,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784437,44.043066,Na,0
2072,11,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785492,44.042882,Na,0
2073,12,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.78642,44.043149,Na,0
2074,13,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787748,44.042894,Na,0
2075,26,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787836,44.041928,Na,0
2076,27,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786688,44.041647,Na,0
2077,28,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.785438,44.042245,Na,0
2078,29,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784606,44.042261,Na,0
2079,30,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.784361,44.040973,Na,0
2080,32,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.786437,44.040678,Na,0
2081,33,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.787549,44.04102,Na,0
2082,40,10/26/2018,11/2/2018,0,Tom Besch,Delzer South,-92.796675,44.041007,Na,0
2083,10,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727839,43.953417,Na,7.9
2084,11,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726718,43.953417,Na,6.4
2085,12,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725547,43.953435,Na,5.3
2086,13,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.953435,Na,4.9
2087,14,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724252,43.954331,Na,4.5
2088,15,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725447,43.954385,Na,5.4
2089,16,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.954385,Na,5.3
2090,17,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.954385,Na,4.3
2091,18,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.9553,Na,4.9
2092,19,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726792,43.955264,Na,5
2093,20,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.955264,Na,3.3
2094,21,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724152,43.955264,Na,5.6
2095,22,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.956161,Na,6.1
2096,23,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725422,43.956161,Na,5.5
2097,24,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.956143,Na,6.5
2098,25,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727963,43.956179,Na,4.4
2099,26,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727988,43.956986,Na,5.1
2100,27,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726767,43.956986,Na,4.7
2101,28,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.957039,Na,4.3
2102,29,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.956986,Na,9.2
2103,42,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721686,43.953327,Na,8.2
2104,43,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.720465,43.953327,Na,11.6
2105,44,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719194,43.953327,Na,5.5
2106,9,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727864,43.95252,Na,4.4
2107,1,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725497,43.951641,Na,5.5
2108,2,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726767,43.950709,Na,4.8
2109,3,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727888,43.950727,Na,5.2
2110,4,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.727913,43.951641,Na,4.4
2111,5,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726743,43.951624,Na,4
2112,6,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724152,43.952502,Na,4.9
2113,7,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.725447,43.952502,Na,7.7
2114,8,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.726693,43.95252,Na,5.4
2115,30,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.720465,43.950691,Na,4.2
2116,31,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721711,43.950727,Na,3.4
2117,32,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722956,43.950709,Na,4.2
2118,33,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722931,43.951641,Na,7.3
2119,34,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721686,43.951624,Na,5.9
2120,35,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.72049,43.951624,Na,6.5
2121,36,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719245,43.951624,Na,7.1
2122,37,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719194,43.952502,Na,3.4
2123,38,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.72039,43.952502,Na,3.9
2124,39,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.721736,43.952502,Na,3.8
2125,40,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722956,43.952502,Na,3.5
2126,45,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.719145,43.950691,Na,4
2127,46,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.724227,43.951677,Na,4.5
2128,41,6/20/2019,6/20/2019,0,Burnholdt,Burnholdt,-92.722931,43.953327,Na,5.7
2129,1,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715079,44.001031,S,6.7
2130,2,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716077,44.001391,S,6.3
2131,3,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717587,44.001059,S,5.9
2132,4,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717699,44.001909,S,6
2133,5,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716624,44.002105,S,11
2134,6,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715059,44.001936,S,8.7
2135,7,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713805,44.001922,S,8.4
2136,8,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713972,44.00264,S,7.6
2137,9,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715039,44.002841,S,8.7
2138,10,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716294,44.002855,S,8.9
2139,11,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717385,44.003141,S,7.5
2140,12,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716274,44.00376,S,8.5
2141,13,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715106,44.003974,S,7.7
2142,14,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713939,44.003573,S,6.2
2143,15,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717323,44.004169,S,9.7
2144,16,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713937,44.004847,S,8.2
2145,17,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715969,44.00454,S,9.8
2146,18,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717436,44.004981,S,13
2147,19,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.717464,44.006085,S,8.7
2148,21,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714748,44.005403,S,8.5
2149,22,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713944,44.005743,S,7
2150,23,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714413,44.006418,S,7.3
2151,24,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715524,44.00643,S,7.1
2152,25,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716721,44.007198,S,5.6
2153,26,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.715544,44.00727,S,6.6
2154,27,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.714043,44.007149,S,6.5
2155,28,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.713809,44.001158,S,6.7
2156,20,10/26/2018,10/30/2018,0,Tom Besch,Paulines,-92.716563,44.005518,S,7.6
2157,21,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789544,43.993098,S,15
2158,22,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789501,43.9926,S,12.6
2159,27,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789415,43.986972,S,12
2160,5,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.793132,43.992454,S,16.1
2161,6,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.792942,43.993183,S,11.6
2162,8,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791453,43.990199,S,8.7
2163,9,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791117,43.989561,S,13.6
2164,10,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791278,43.988939,S,15.7
2165,11,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791485,43.988026,S,13.1
2166,12,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791651,43.987113,S,7.5
2167,13,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790426,43.986993,S,8.8
2168,14,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79048,43.987656,S,15.4
2169,15,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790527,43.98863,S,12.9
2170,16,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789865,43.98947,S,13.1
2171,17,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.79043,43.9901,S,12
2172,18,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790678,43.991096,S,11.7
2173,19,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.790759,43.992419,S,10.8
2174,20,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.791025,43.993192,S,12.9
2175,23,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.78936,43.990273,S,14.9
2176,24,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788906,43.989509,S,16.1
2177,25,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.788962,43.98871,S,11.8
2178,26,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789561,43.987705,S,10.8
2179,29,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.789559,43.991084,S,11.9
2180,1,10/26/2018,10/30/2018,0,Tom Besch,Folie N & SE,-92.795423,43.992537,S,12.4
